Date,_SPXD_Close,CPUSAM_Close,__XAU_D_Close,_NDXD_Close,_VIXD_Close,BRT_D_Close
10/03/2023,4229.45,307.671,1822.8101,14565.62,19.78,94.46
10/04/2023,4263.75,307.671,1821.08,14776.25,18.58,89.83
10/05/2023,4258.19,307.671,1820.01,14723.22,18.49,88.28
10/06/2023,4308.5,307.671,1832.26,14973.24,17.45,87.86
10/09/2023,4335.66,307.671,1860.88,15047.15,17.7,91.37
10/10/2023,4358.24,307.671,1860.09,15131.52,17.03,90.7
10/11/2023,4376.95,307.671,1873.61,15241.12,16.09,87.58
10/12/2023,4349.61,307.671,1868.65,15184.1,16.69,88.4
10/13/2023,4327.78,307.671,1931.7,14995.12,19.32,94.33
10/16/2023,4373.63,307.671,1919.4399,15172.73,17.21,90.99
10/17/2023,4373.2,307.671,1922.46,15122.01,17.88,92.52
10/18/2023,4314.6,307.671,1947.6899,14909.26,19.22,91.99
10/19/2023,4278,307.671,1973.7,14783.13,21.4,93.12
10/20/2023,4224.16,307.671,1981.04,14560.88,21.71,93.72
10/23/2023,4217.04,307.671,1972.59,14604.85,20.37,91.88
10/24/2023,4247.68,307.671,1970.11,14745.86,18.97,88
10/25/2023,4186.77,307.671,1979.62,14381.64,20.19,90.14
10/26/2023,4137.23,307.671,1984.8199,14109.57,20.68,88.45
10/27/2023,4117.37,307.671,2005.78,14180.42,21.27,90.73
10/30/2023,4166.82,307.671,1995.88,14335.51,19.75,90.73
10/31/2023,4193.8,307.671,1982.71,14409.78,18.14,86.82
11/01/2023,4237.86,307.051,1982.15,14664.91,16.87,86.92
11/02/2023,4317.78,307.051,1985.51,14919.55,15.66,89.02
11/03/2023,4358.34,307.051,1992.27,15099.49,14.91,87.55
11/06/2023,4365.98,307.051,1977.6801,15154.93,14.89,87.31
11/07/2023,4378.38,307.051,1968.4,15296.02,14.81,83.43
11/08/2023,4382.78,307.051,1949.79,15313.24,14.45,81.46
11/09/2023,4347.35,307.051,1958.1899,15187.9,15.29,81.74
11/10/2023,4415.24,307.051,1936.79,15529.12,14.17,83.66
11/13/2023,4411.55,307.051,1945.89,15482.79,14.76,84.09
11/14/2023,4495.7,307.051,1962.674,15812.47,14.16,84.2
11/15/2023,4502.88,307.051,1959.0912,15817.18,14.18,82.4
11/16/2023,4508.24,307.051,1980.8512,15833.17,14.32,77.73
11/17/2023,4514.02,307.051,1980.0077,15837.99,13.8,81.22
11/20/2023,4547.38,307.051,1977.1941,16027.06,13.41,83.25
11/21/2023,4538.19,307.051,1998.3693,15933.62,13.35,82.42
11/22/2023,4556.62,307.051,1989.7235,16001.39,12.85,81.76
11/23/2023,4559.34,307.051,1991.79,15982.01,12.46,80.85
11/24/2023,4559.34,307.051,2001.97,15982.01,12.46,79.82
11/27/2023,4550.43,307.051,2013.6429,15961.98,12.69,79.49
11/28/2023,4554.89,307.051,2040.89,16010.43,12.69,81.66
11/29/2023,4550.58,307.051,2044.59,15987.6,12.98,82.98
11/30/2023,4567.8,307.051,2035.7545,15947.87,12.92,81.72
12/01/2023,4594.63,306.746,2070.9011,15997.58,12.63,78.72
12/04/2023,4569.78,306.746,2029.7415,15839.67,13.08,78.16
12/05/2023,4567.18,306.746,2019.4203,15877.71,12.85,77.27
12/06/2023,4549.34,306.746,2024.8975,15788.05,12.97,74.33
12/07/2023,4585.59,306.746,2028.3375,16022.49,13.06,74.21
12/08/2023,4604.37,306.746,2003.39,16084.69,12.35,75.94
12/11/2023,4622.44,306.746,1981.303,16221.73,12.63,75.75
12/12/2023,4643.7,306.746,1979.4375,16354.25,12.07,74.11
12/13/2023,4707.09,306.746,2026.39,16562.37,12.19,74.14
12/14/2023,4719.55,306.746,2035.528,16537.83,12.48,77.05
12/15/2023,4719.19,306.746,2018.1899,16623.45,12.28,76.84
12/18/2023,4740.56,306.746,2026.9979,16729.8,12.56,78.89
12/19/2023,4768.37,306.746,2040.1208,16811.85,12.53,79.82
12/20/2023,4698.35,306.746,2029.1899,16554.16,13.67,81.1
12/21/2023,4746.75,306.746,2045.4941,16757.41,13.65,80.73
12/22/2023,4754.63,306.746,2052.9751,16777.4,13.03,80.23
12/25/2023,4774.75,306.746,2052.98,16878.46,12.99,80.23
12/26/2023,4774.75,306.746,2066.605,16878.46,12.99,80.97
12/27/2023,4781.58,306.746,2077.1589,16906.8,12.43,80.97
12/28/2023,4783.35,306.746,2064.8601,16898.47,12.47,79.04
12/29/2023,4769.83,306.746,2062.5901,16825.93,12.45,77.69
12/31/2023,4742.83,306.746,2062.5901,16543.94,13.2,76.24
01/01/2024,4742.83,308.417,2062.5901,16543.94,13.2,76.24
01/02/2024,4742.83,308.417,2058.8767,16543.94,13.2,76.24
01/03/2024,4704.81,308.417,2040.776,16368.49,14.04,77.18
01/04/2024,4688.68,308.417,2043.26,16282.01,14.13,75.79
01/05/2024,4697.24,308.417,2045.5,16305.98,13.35,78.31
01/08/2024,4763.54,308.417,2027.84,16649.87,13.08,75.47
01/09/2024,4756.5,308.417,2029.59,16678.7,12.76,77.97
01/10/2024,4783.45,308.417,2023.4,16793.05,12.69,78.46
01/11/2024,4780.24,308.417,2028.09,16820.9,12.44,80.21
01/12/2024,4783.83,308.417,2048.72,16832.92,12.7,79.89
01/15/2024,4765.98,308.417,2054.49,16830.71,13.84,79.76
01/16/2024,4765.98,308.417,2027.59,16830.71,13.84,80.15
01/17/2024,4739.21,308.417,2005.72,16736.28,14.79,78.88
01/18/2024,4780.94,308.417,2022.67,16982.29,14.13,81.04
01/19/2024,4839.81,308.417,2029.09,17314,13.3,80.71
01/22/2024,4850.43,308.417,2020.99,17330.38,13.19,81.7
01/23/2024,4864.6,308.417,2028.6899,17404.21,12.55,82.04
01/24/2024,4868.55,308.417,2012.59,17499.3,13.14,82.15
01/25/2024,4894.16,308.417,2019.75,17516.99,13.45,82.33
01/26/2024,4890.97,308.417,2018.34,17421.01,13.26,83.34
01/29/2024,4927.93,308.417,2031.75,17596.27,13.6,83.99
01/30/2024,4924.97,308.417,2036.12,17476.71,13.31,84.14
01/31/2024,4845.65,308.417,2037.1899,17137.24,14.35,82.98
02/01/2024,4906.19,310.326,2054.8899,17344.71,13.88,82.2
02/02/2024,4958.61,310.326,2038.59,17642.73,13.85,79.54
02/05/2024,4942.81,310.326,2024.67,17613.04,13.67,79.3
02/06/2024,4954.23,310.326,2035.46,17572.73,13.06,80.46
02/07/2024,4995.06,310.326,2034.22,17755.07,12.83,81.18
02/08/2024,4997.91,310.326,2033.1801,17783.17,12.79,83.01
02/09/2024,5026.61,310.326,2024.16,17962.41,12.93,83.58
02/12/2024,5021.84,310.326,2019.79,17882.66,13.93,83.88
02/13/2024,4953.17,310.326,1992.13,17600.42,15.85,84.72
02/14/2024,5000.62,310.326,1992.39,17807.63,14.38,84.41
02/15/2024,5029.73,310.326,2004.09,17845.72,14.01,84.33
02/16/2024,5005.57,310.326,2013.1,17685.98,14.24,84.88
02/19/2024,4975.51,310.326,2017.63,17546.1,15.42,85.52
02/20/2024,4975.51,310.326,2023.53,17546.1,15.42,84.78
02/21/2024,4981.8,310.326,2024.99,17478.91,15.34,84.77
02/22/2024,5087.03,310.326,2024.11,18004.7,14.54,85.84
02/23/2024,5088.8,310.326,2035.72,17937.61,13.75,84.18
02/26/2024,5069.53,310.326,2030.66,17933.33,13.74,84.01
02/27/2024,5078.18,310.326,2029.64,17971.05,13.43,83.8
02/28/2024,5069.76,310.326,2034.62,17874.5,13.84,84.08
02/29/2024,5096.27,310.326,2043.24,18043.85,13.4,84.57
03/01/2024,5137.08,312.332,2083.3899,18302.91,13.11,84.82
03/04/2024,5130.95,312.332,2114.99,18226.48,13.49,86.58
03/05/2024,5078.65,312.332,2127.55,17897.87,14.46,85.82
03/06/2024,5104.76,312.332,2148.29,18017.57,14.5,86.59
03/07/2024,5157.36,312.332,2159.1599,18297.99,14.44,84.88
03/08/2024,5123.69,312.332,2177.51,18018.45,14.74,84.29
03/11/2024,5117.94,312.332,2182.47,17951.69,15.22,83.44
03/12/2024,5175.27,312.332,2157.99,18219.11,13.84,83.66
03/13/2024,5165.31,312.332,2174.3999,18068.47,13.75,83.95
03/14/2024,5150.48,312.332,2161.01,18014.81,14.4,86.16
03/15/2024,5117.09,312.332,2155.54,17808.25,14.41,85.39
03/18/2024,5149.42,312.332,2159.99,17985.01,14.33,86.47
03/19/2024,5178.51,312.332,2157.23,18032.2,13.82,87.36
03/20/2024,5224.62,312.332,2185.96,18240.11,13.04,85.77
03/21/2024,5241.53,312.332,2180.8101,18320.38,12.92,84.92
03/22/2024,5234.18,312.332,2164.1399,18339.44,13.06,84.87
03/25/2024,5218.19,312.332,2171.45,18277.06,13.19,86.18
03/26/2024,5203.58,312.332,2178.5801,18210.54,13.24,85.91
03/27/2024,5248.49,312.332,2194.02,18280.84,12.78,84.94
03/28/2024,5254.35,312.332,2232.3799,18254.69,13.01,86.17
03/29/2024,5243.77,312.332,2250.3601,18293.2,13.65,87.63
03/31/2024,5243.77,312.332,2250.3601,18293.2,13.65,87.63
04/01/2024,5243.77,313.548,2250.3601,18293.2,13.65,87.63
04/02/2024,5205.81,313.548,2280.1001,18121.78,14.61,87.63
04/03/2024,5211.49,313.548,2299.1699,18160.19,14.33,90.6
04/04/2024,5147.21,313.548,2289.4299,17878.78,16.35,90.32
04/05/2024,5204.34,313.548,2329.5,18108.46,16.03,92.81
04/08/2024,5202.39,313.548,2338.8899,18100.19,15.19,91.73
04/09/2024,5209.91,313.548,2352.5801,18169.9,14.98,92.13
04/10/2024,5160.64,313.548,2332.79,18011.66,15.8,91.57
04/11/2024,5199.06,313.548,2373.24,18307.98,14.91,91.49
04/12/2024,5123.41,313.548,2343.4299,18003.49,17.31,93.12
04/15/2024,5061.82,313.548,2382.51,17706.83,19.23,90.84
04/16/2024,5051.41,313.548,2382.8301,17713.66,18.4,91.29
04/17/2024,5022.21,313.548,2360.8101,17493.62,18.21,89.54
04/18/2024,5011.12,313.548,2378.25,17394.31,18,88.34
04/19/2024,4967.23,313.548,2390.45,17037.65,18.71,87.96
04/22/2024,5010.6,313.548,2326.29,17210.89,16.94,87.3
04/23/2024,5070.55,313.548,2321.8101,17471.47,15.69,88.29
04/24/2024,5071.63,313.548,2315.8201,17526.8,15.97,89.02
04/25/2024,5048.42,313.548,2331.78,17430.5,15.37,88.1
04/26/2024,5099.96,313.548,2337.72,17718.3,15.03,89.95
04/29/2024,5116.17,313.548,2334.4399,17782.72,14.67,88.44
04/30/2024,5035.69,313.548,2285.5701,17440.69,15.65,88.23
05/01/2024,5018.39,314.069,2317.8899,17318.55,15.39,83.55
05/02/2024,5064.2,314.069,2303.29,17541.54,14.68,84.81
05/03/2024,5127.79,314.069,2301.5601,17890.8,13.49,83.6
05/06/2024,5180.74,314.069,2323.5701,18093.57,13.49,82.69
05/07/2024,5187.7,314.069,2313.79,18091.45,13.23,82.69
05/08/2024,5187.67,314.069,2308.6499,18085.01,13,82.44
05/09/2024,5214.08,314.069,2345.8799,18113.46,12.69,83.27
05/10/2024,5222.68,314.069,2360.1399,18161.18,12.55,83.39
05/13/2024,5221.42,314.069,2336.05,18198.61,13.6,83.18
05/14/2024,5246.68,314.069,2357.97,18322.77,13.42,81
05/15/2024,5308.15,314.069,2386.04,18596.65,12.45,79.98
05/16/2024,5297.1,314.069,2376.4399,18557.96,12.42,81.65
05/17/2024,5303.27,314.069,2414.8899,18546.23,11.99,82.24
05/20/2024,5308.13,314.069,2425.1201,18674.19,12.15,81.91
05/21/2024,5321.41,314.069,2421.6399,18713.8,11.86,81.22
05/22/2024,5307.01,314.069,2378.25,18705.2,12.29,79.9
05/23/2024,5267.84,314.069,2328.3701,18623.39,12.77,79.25
05/24/2024,5304.72,314.069,2333.76,18808.35,11.93,78.92
05/27/2024,5306.04,314.069,2350.74,18869.44,12.92,81.34
05/28/2024,5306.04,314.069,2360.95,18869.44,12.92,81.34
05/29/2024,5266.95,314.069,2338.77,18736.75,14.28,81.5
05/30/2024,5235.48,314.069,2343,18538.66,14.47,81.42
05/31/2024,5277.51,314.069,2326.97,18536.65,12.92,79.41
06/03/2024,5283.4,314.175,2350.3501,18600.97,13.11,76.45
06/04/2024,5291.34,314.175,2327.6799,18654.84,13.16,75.33
06/05/2024,5354.03,314.175,2354.78,19035.05,12.63,75.41
06/06/2024,5352.96,314.175,2375.6101,19021.19,12.58,77.62
06/07/2024,5346.99,314.175,2292.71,19000.95,12.22,78.12
06/10/2024,5360.79,314.175,2310.53,19074.67,12.74,79.59
06/11/2024,5375.32,314.175,2316.27,19210.18,12.85,80.15
06/12/2024,5421.03,314.175,2322.52,19465.18,12.04,80.52
06/13/2024,5433.74,314.175,2303.1899,19576.92,11.94,81.44
06/14/2024,5431.6,314.175,2332.52,19659.8,12.66,81.49
06/17/2024,5473.23,314.175,2318.8701,19902.75,12.75,82.45
06/18/2024,5487.03,314.175,2328.3301,19908.86,12.3,84.79
06/19/2024,5473.17,314.175,2327.47,19752.3,13.28,85.64
06/20/2024,5473.17,314.175,2359.6299,19752.3,13.28,85.92
06/21/2024,5464.62,314.175,2320.3501,19700.43,13.2,86.42
06/24/2024,5447.87,314.175,2332.9299,19474.62,13.33,86.75
06/25/2024,5469.3,314.175,2319.01,19701.13,12.84,86.81
06/26/2024,5477.9,314.175,2297.9099,19751.05,12.55,85.76
06/27/2024,5482.87,314.175,2327.45,19789.03,12.24,87
06/28/2024,5460.48,314.175,2325.71,19682.87,12.44,87.26
06/30/2024,5475.09,314.175,2331.7,19812.22,12.22,86.57
07/01/2024,5475.09,314.54,2331.7,19812.22,12.22,86.57
07/02/2024,5509.01,314.54,2329.28,20011.89,12.03,88.28
07/03/2024,5537.02,314.54,2356.0601,20186.63,12.09,88.25
07/04/2024,5567.19,314.54,2356.1201,20391.97,12.48,88.34
07/05/2024,5567.19,314.54,2391.46,20391.97,12.48,88.66
07/08/2024,5572.85,314.54,2358.8,20439.54,12.37,87.15
07/09/2024,5576.98,314.54,2363.5801,20453.02,12.51,86.48
07/10/2024,5633.91,314.54,2371.0701,20675.38,12.85,86.55
07/11/2024,5584.54,314.54,2414.78,20211.36,12.92,86.49
07/12/2024,5615.35,314.54,2411.27,20331.49,12.46,87.35
07/15/2024,5631.22,314.54,2422.0701,20386.88,13.12,86.42
07/16/2024,5667.2,314.54,2468.5701,20398.62,13.19,86.6
